GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2022-10-12,3,1,4,VAN
2022-10-15,1,0,1,CGY
2022-10-18,0,1,1,BUF
2022-10-20,1,3,4,CAR
2022-10-22,0,0,0,STL
2022-10-24,0,0,0,PIT
2022-10-26,0,1,1,STL
2022-10-27,3,1,4,CHI
2022-10-29,1,2,3,CGY
2022-11-01,2,2,4,NSH
2022-11-03,1,1,2,NJD
2022-11-05,0,1,1,DAL
2022-11-07,1,1,2,WSH
2022-11-08,1,1,2,TBL
2022-11-10,1,1,2,CAR
2022-11-12,0,1,1,FLA
2022-11-16,0,0,0,LAK
2022-11-19,1,1,2,VGK
2022-11-21,0,1,1,NJD
2022-11-23,0,0,0,NYI
2022-11-26,0,1,1,NYR
2022-11-28,1,2,3,FLA
2022-11-30,1,1,2,CHI
2022-12-01,1,1,2,MIN
2022-12-03,2,2,4,MTL
2022-12-05,1,0,1,WSH
2022-12-07,2,2,4,ARI
2022-12-09,1,1,2,MIN
2022-12-12,0,1,1,MIN
2022-12-13,1,3,4,NSH
2022-12-15,1,0,1,STL
2022-12-17,1,1,2,ANA
2022-12-19,0,2,2,NSH
2022-12-21,1,0,1,DAL
2022-12-23,1,0,1,VAN
2022-12-27,1,0,1,CGY
2022-12-30,1,4,5,SEA
2022-12-31,0,0,0,WPG
2023-01-03,1,0,1,SEA
2023-01-05,0,2,2,NYI
2023-01-07,0,1,1,COL
2023-01-09,1,0,1,LAK
2023-01-11,1,1,2,ANA
2023-01-13,2,1,3,SJS
2023-01-14,0,1,1,VGK
2023-01-17,1,0,1,SEA
2023-01-19,1,1,2,TBL
2023-01-21,1,1,2,VAN
2023-01-25,0,1,1,CBJ
2023-01-28,1,2,3,CHI
2023-02-07,0,1,1,DET
2023-02-09,0,1,1,PHI
2023-02-11,1,2,3,OTT
2023-02-12,0,0,0,MTL
2023-02-15,0,2,2,DET
2023-02-17,0,2,2,NYR
2023-02-19,0,1,1,COL
2023-02-21,2,1,3,PHI
2023-02-23,2,2,4,PIT
2023-02-25,2,2,4,CBJ
2023-02-27,2,0,2,BOS
2023-03-01,2,1,3,TOR
2023-03-03,0,3,3,WPG
2023-03-04,0,1,1,WPG
2023-03-06,2,0,2,BUF
2023-03-09,0,0,0,BOS
2023-03-11,1,2,3,TOR
2023-03-14,1,1,2,OTT
2023-03-16,1,1,2,DAL
2023-03-18,1,2,3,SEA
2023-03-20,0,2,2,SJS
2023-03-22,2,0,2,ARI
2023-03-25,0,1,1,VGK
2023-03-27,0,1,1,ARI
2023-03-28,0,3,3,VGK
2023-03-30,1,0,1,LAK
2023-04-01,1,1,2,ANA
2023-04-04,0,1,1,LAK
2023-04-05,0,1,1,ANA
2023-04-08,2,1,3,SJS
2023-04-11,0,1,1,COL
2023-04-13,0,1,1,SJS
2023-10-11,0,1,1,VAN
2023-10-14,1,1,2,VAN
2023-10-17,1,1,2,NSH
2023-10-19,0,1,1,PHI
2023-10-21,0,2,2,WPG
2023-10-29,0,1,1,CGY
2023-11-02,0,0,0,DAL
2023-11-04,0,1,1,NSH
2023-11-06,0,0,0,VAN
2023-11-09,0,0,0,SJS
2023-11-11,0,0,0,SEA
2023-11-13,1,1,2,NYI
2023-11-15,1,0,1,SEA
2023-11-18,0,0,0,TBL
2023-11-20,2,0,2,FLA
2023-11-22,0,1,1,CAR
2023-11-24,0,4,4,WSH
2023-11-26,1,4,5,ANA
2023-11-28,1,2,3,VGK
2023-11-30,0,1,1,WPG
2023-12-06,0,3,3,CAR
2023-12-08,1,1,2,MIN
2023-12-10,1,1,2,NJD
2023-12-12,0,2,2,CHI
2023-12-14,1,1,2,TBL
2023-12-16,0,1,1,FLA
2023-12-19,0,0,0,NYI
2023-12-21,1,1,2,NJD
2023-12-22,0,1,1,NYR
2023-12-28,0,1,1,SJS
2023-12-30,1,1,2,LAK
2023-12-31,0,1,1,ANA
2024-01-02,1,4,5,PHI
2024-01-06,0,1,1,OTT
2024-01-09,1,0,1,CHI
2024-01-11,1,0,1,DET
2024-01-13,0,1,1,MTL
2024-01-16,0,1,1,TOR
2024-01-18,0,1,1,SEA
2024-01-20,0,0,0,CGY
2024-01-23,1,0,1,CBJ
2024-01-25,2,1,3,CHI
2024-01-27,1,3,4,NSH
2024-02-06,1,0,1,VGK
2024-02-09,0,3,3,ANA
2024-02-10,0,0,0,LAK
2024-02-13,0,6,6,DET
2024-02-15,0,3,3,STL
2024-02-17,0,1,1,DAL
2024-02-19,0,2,2,ARI
2024-02-21,0,2,2,BOS
2024-02-23,0,2,2,MIN
2024-02-24,0,2,2,CGY
2024-02-26,0,2,2,LAK
2024-02-28,1,2,3,STL
2024-03-02,0,1,1,SEA
2024-03-03,1,1,2,PIT
2024-03-05,0,2,2,BOS
2024-03-07,0,1,1,CBJ
2024-03-09,0,0,0,BUF
2024-03-10,1,2,3,PIT
2024-03-13,1,2,3,WSH
2024-03-16,0,0,0,COL
2024-03-19,1,1,2,MTL
2024-03-21,0,4,4,BUF
2024-03-23,0,3,3,TOR
2024-03-24,0,2,2,OTT
2024-03-26,0,2,2,WPG
2024-03-28,1,2,3,LAK
2024-03-30,2,1,3,ANA
2024-04-01,0,1,1,STL
2024-04-03,0,0,0,DAL
2024-04-05,2,0,2,COL
2024-04-06,0,2,2,CGY
2024-04-15,1,1,2,SJS
2024-04-17,0,0,0,ARI
2024-10-09,0,0,0,WPG
2024-10-12,0,1,1,CHI
2024-10-13,0,1,1,CGY
2024-10-15,0,2,2,PHI
2024-10-17,1,0,1,NSH
2024-10-19,0,1,1,DAL
2024-10-22,2,0,2,CAR
2024-10-25,0,0,0,PIT
2024-10-27,0,2,2,DET
2024-10-28,0,0,0,CBJ
2024-11-06,0,0,0,VGK
2024-11-09,1,2,3,VAN
2024-11-12,1,3,4,NYI
2024-11-14,1,1,2,NSH
2024-11-16,1,1,2,TOR
2024-11-18,0,0,0,MTL
2024-11-19,2,1,3,OTT
2024-11-21,0,1,1,MIN
2024-11-23,2,1,3,NYR
2024-11-29,1,1,2,UTA
2024-11-30,0,1,1,COL
2024-12-03,0,0,0,VGK
2024-12-05,0,4,4,CBJ
2024-12-07,1,1,2,STL
2024-12-10,1,0,1,TBL
2024-12-12,0,2,2,MIN
2024-12-14,0,1,1,VGK
2024-12-16,0,3,3,FLA
2024-12-19,1,0,1,BOS
2024-12-21,0,3,3,SJS
2024-12-22,0,1,1,OTT
2024-12-28,0,1,1,LAK
2024-12-29,0,2,2,ANA
2024-12-31,0,2,2,UTA
2025-01-03,0,0,0,ANA
2025-01-04,0,0,0,SEA
2025-01-07,1,0,1,BOS
2025-01-09,0,3,3,PIT
2025-01-11,0,0,0,CHI
2025-01-13,1,0,1,LAK
2025-01-15,2,1,3,MIN
2025-01-16,1,1,2,COL
2025-01-18,0,1,1,VAN
2025-01-27,1,0,1,SEA
2025-01-30,0,1,1,DET
2025-02-01,0,0,0,TOR
2025-02-04,1,2,3,STL
2025-02-05,0,1,1,CHI
2025-02-07,0,0,0,COL
2025-02-22,0,0,0,PHI
2025-02-23,0,1,1,WSH
2025-02-25,0,1,1,TBL
2025-02-27,0,1,1,FLA
2025-03-01,0,1,1,CAR
2025-03-04,1,1,2,ANA
2025-03-06,0,2,2,MTL
2025-03-08,1,1,2,DAL
2025-03-10,0,1,1,BUF
2025-03-13,0,2,2,NJD
2025-03-14,0,1,1,NYI
2025-03-16,1,0,1,NYR
2025-03-18,1,2,3,UTA
2025-03-20,0,1,1,WPG
2025-04-09,0,3,3,STL
2025-04-11,0,4,4,SJS
2025-04-13,0,2,2,WPG
2025-04-16,0,1,1,SJS
2025-10-08,0,2,2,CGY
2025-10-11,0,1,1,VAN
2025-10-14,0,1,1,NYR
2025-10-16,0,1,1,NYI
2025-10-18,0,2,2,NJD
2025-10-19,0,0,0,DET
2025-10-21,1,0,1,OTT
