GAME_DATE,GOALS,ASSISTS,POINTS,OPPONENT
2015-02-11,0,0,0,DET
2015-02-12,2,0,2,OTT
2015-02-15,0,0,0,CHI
2015-02-17,0,0,0,WSH
2015-02-19,0,0,0,CBJ
2015-02-21,0,1,1,STL
2015-02-22,0,2,2,FLA
2015-02-25,1,0,1,WSH
2015-03-01,0,2,2,CBJ
2015-03-04,0,0,0,COL
2015-03-06,1,1,2,ANA
2015-03-07,0,0,0,LAK
2015-03-09,1,0,1,SJS
2015-03-12,1,2,3,EDM
2015-03-15,0,1,1,DET
2015-03-17,0,0,0,NJD
2015-03-19,0,1,1,DAL
2015-03-21,1,1,2,ARI
2015-03-24,0,0,0,STL
2015-03-26,0,1,1,CAR
2015-03-28,1,2,3,ARI
2015-03-29,0,1,1,SJS
2015-04-01,1,0,1,PHI
2015-04-04,1,0,1,CBJ
2015-04-05,0,0,0,PHI
2015-04-07,1,1,2,OTT
2015-04-10,0,1,1,NYI
2015-04-11,0,0,0,BUF
2015-10-08,0,0,0,DAL
2015-10-10,0,0,0,ARI
2015-10-13,0,0,0,MTL
2015-10-15,0,0,0,OTT
2015-10-17,0,0,0,TOR
2015-10-20,1,2,3,FLA
2015-10-22,0,0,0,DAL
2015-10-24,0,0,0,NSH
2015-10-28,0,0,0,WSH
2015-10-29,0,2,2,BUF
2015-10-31,0,0,0,TOR
2015-11-04,1,0,1,VAN
2015-11-06,0,1,1,EDM
2015-11-07,0,0,0,CGY
2015-11-11,0,2,2,MTL
2015-11-13,0,0,0,CBJ
2015-11-14,0,0,0,NJD
2015-11-17,0,0,0,MIN
2015-11-19,1,0,1,COL
2015-11-21,0,1,1,SJS
2015-11-25,2,0,2,STL
2015-11-27,0,1,1,CBJ
2015-11-28,0,1,1,EDM
2015-12-01,0,0,0,SJS
2015-12-05,1,1,2,LAK
2015-12-06,0,1,1,ANA
2015-12-09,0,1,1,COL
2015-12-11,0,0,0,LAK
2015-12-14,0,0,0,WSH
2015-12-16,0,0,0,BOS
2015-12-18,0,2,2,BOS
2015-12-19,0,1,1,CAR
2015-12-26,1,1,2,MIN
2015-12-27,0,0,0,WPG
2015-12-30,1,1,2,TOR
2015-12-31,1,0,1,DET
2016-01-02,2,0,2,NYI
2016-01-05,1,1,2,CHI
2016-01-06,0,0,0,CHI
2016-01-09,0,0,0,MTL
2016-01-12,0,2,2,CAR
2016-01-15,0,1,1,TBL
2016-01-17,2,0,2,CAR
2016-01-18,0,1,1,STL
2016-01-21,1,1,2,PHI
2016-01-23,1,0,1,VAN
2016-01-26,1,0,1,NJD
2016-02-02,3,1,4,OTT
2016-02-05,1,0,1,TBL
2016-02-06,1,2,3,FLA
2016-02-08,2,2,4,ANA
2016-02-10,0,0,0,NYR
2016-02-12,0,0,0,CAR
2016-02-15,0,0,0,FLA
2016-02-18,1,1,2,DET
2016-02-20,0,0,0,TBL
2016-02-21,0,1,1,BUF
2016-02-24,0,0,0,BOS
2016-02-27,0,0,0,WPG
2016-02-29,0,3,3,ARI
2016-03-01,0,1,1,WSH
2016-03-03,1,0,1,NYR
2016-03-05,2,0,2,CGY
2016-03-06,0,2,2,NJD
2016-03-08,0,1,1,NYI
2016-03-11,0,1,1,CBJ
2016-03-13,1,1,2,NYR
2016-03-15,0,1,1,NYI
2016-03-17,2,0,2,CAR
2016-03-19,0,2,2,PHI
2016-03-20,0,2,2,WSH
2016-03-24,0,0,0,NJD
2016-03-26,0,1,1,DET
2016-03-27,1,0,1,NYR
2016-03-29,0,1,1,BUF
2016-03-31,0,1,1,NSH
2016-04-02,0,1,1,NYI
2016-04-03,1,0,1,PHI
2016-04-05,2,0,2,OTT
2016-04-07,1,0,1,WSH
2016-10-25,1,0,1,FLA
2016-10-27,1,1,2,NYI
2016-10-29,2,0,2,PHI
2016-11-02,0,1,1,ANA
2016-11-03,2,0,2,LAK
2016-11-05,2,0,2,SJS
2016-11-08,0,0,0,EDM
2016-11-10,1,0,1,MIN
2016-11-12,1,1,2,TOR
2016-11-16,0,0,0,WSH
2016-11-18,1,1,2,NYI
2016-11-19,1,0,1,BUF
2016-11-21,0,0,0,NYR
2016-11-23,2,1,3,NYR
2016-11-25,0,0,0,MIN
2016-11-26,1,0,1,NJD
2016-11-30,0,2,2,NYI
2016-12-01,1,2,3,DAL
2016-12-03,0,1,1,DET
2016-12-05,1,0,1,OTT
2016-12-08,1,1,2,FLA
2016-12-10,2,0,2,TBL
2016-12-12,1,0,1,ARI
2016-12-14,0,1,1,BOS
2016-12-16,0,0,0,LAK
2016-12-17,0,1,1,TOR
2016-12-20,1,1,2,NYR
2016-12-22,1,0,1,CBJ
2016-12-23,1,0,1,NJD
2016-12-27,1,2,3,NJD
2016-12-28,1,0,1,CAR
2016-12-31,0,0,0,MTL
2017-01-08,0,2,2,TBL
2017-01-11,0,1,1,WSH
2017-01-12,0,0,0,OTT
2017-01-14,0,1,1,DET
2017-01-16,1,3,4,WSH
2017-01-18,0,0,0,MTL
2017-01-20,0,1,1,CAR
2017-01-22,1,2,3,BOS
2017-01-24,0,0,0,STL
2017-01-26,0,1,1,BOS
2017-01-31,0,1,1,NSH
2017-02-03,0,0,0,CBJ
2017-02-04,2,1,3,STL
2017-02-07,0,1,1,CGY
2017-02-09,0,0,0,COL
2017-02-11,0,0,0,ARI
2017-02-14,0,1,1,VAN
2017-02-16,1,2,3,WPG
2017-02-17,0,0,0,CBJ
2017-02-19,1,0,1,DET
2017-02-21,1,0,1,CAR
2017-02-25,1,0,1,PHI
2017-02-28,0,0,0,DAL
2017-03-01,0,0,0,CHI
2017-03-03,0,2,2,TBL
2017-03-05,0,0,0,BUF
2017-03-08,0,1,1,WPG
2017-03-10,0,0,0,EDM
2017-03-11,0,2,2,VAN
2017-03-13,1,1,2,CGY
2017-03-15,0,0,0,PHI
2017-03-17,2,1,3,NJD
2017-03-19,3,0,3,FLA
2017-03-21,1,0,1,BUF
2017-03-23,0,0,0,OTT
2017-03-24,1,0,1,NYI
2017-03-26,0,0,0,PHI
2017-03-29,0,0,0,CHI
2017-03-31,1,1,2,NYR
2017-04-02,0,0,0,CAR
2017-04-04,0,2,2,CBJ
2017-04-06,0,2,2,NJD
2017-04-08,1,0,1,TOR
2017-10-04,1,1,2,STL
2017-10-05,0,1,1,CHI
2017-10-07,0,2,2,NSH
2017-10-11,0,1,1,WSH
2017-10-12,0,0,0,TBL
2017-10-14,2,0,2,FLA
2017-10-17,1,0,1,NYR
2017-10-20,1,0,1,FLA
2017-10-21,0,0,0,TBL
2017-10-24,0,0,0,EDM
2017-10-26,0,1,1,WPG
2017-10-28,0,0,0,MIN
2017-10-29,0,0,0,WPG
2017-11-01,0,1,1,EDM
2017-11-02,0,0,0,CGY
2017-11-04,0,1,1,VAN
2017-11-07,0,0,0,ARI
2017-11-10,0,0,0,WSH
2017-11-11,0,0,0,NSH
2017-11-14,1,1,2,BUF
2017-11-16,0,1,1,OTT
2017-11-18,0,0,0,CHI
2017-11-22,0,1,1,VAN
2017-11-24,1,1,2,BOS
2017-11-25,2,1,3,TBL
2017-11-27,1,2,3,PHI
2017-12-01,1,1,2,BUF
2017-12-02,1,1,2,BUF
2017-12-05,0,0,0,NYR
2017-12-07,0,2,2,NYI
2017-12-09,1,0,1,TOR
